Amounts_due_to_Gov_t_and_SBV,Assets,Balances_with_SBV,Balances_with_and_loans_to_other_credit_institutions,Book_value_per_share_BVPS,CCE,COGS,Cap_Contribution_long_term_inv,Cap_Reserves,Cash_on_hand_gold_silver_gemstones,Cash_ratio,Charter_capital,Current_assets,Debt_to_equity,Deposits_and_borrowings_from_other_credit_institutions,Deposits_from_customers,Derivatives_other_fin_Liabi,Derivatives_other_fin_assets,EPS,E_L,Fin_Expenses,Financial_income,Fixed_assets,GP,G_A,Goodwill,Gross_insurance_operating_profit,Gross_profit_margin,Income_from_inv_in_other_entities,Interest_coverage,Inv_Properties,Inv_properties,Inv_securities,Inventories,L_E,Liabilities,Liabilities_to_assets,Liabilities_to_equity,Loans_adv_and_fin_leases_to_customers,Long_term_inv,Long_term_liabi,Long_term_rece,Mino_Interest,NII,NR,Net_PAT,Net_fee_and_commission_income,Net_other_income,Net_profit_from_sale_of_inv_Securities,Net_profit_from_trading_foreign_currencies_and_gold,Net_profit_from_trading_of_trading_securities,Net_profit_margin,Non_CA,Non_curr_assets,Operating_expense,Operating_profit,Operating_profit_before_provision_for_credit_losses,Other_CA,Other_Non_CR,Other_assets,Other_borrowed_funds,Other_liabi,Other_profit,Owner_s_equity,Owner_s_equity_,PAT_,PAT_for_SPC,PB,PBT,PE,PL_of_inv_In_AJV,PL_of_inv_in_AJV,Profit_from_fin_Act,Profit_from_insurance_operating,Provisions_for_credit_losses,RE,ROA,ROE,Reserves,Selling_expenses,Share_premium,Short_term_inv,Short_term_liabi,Short_term_ratio,Short_term_rece,Ticker,Total_NR,Total_assets,Total_direct_insurance_operating_expenses,Total_profit,Trading_securities,Trailing_EPS,Valuable_papers_issued
,,,,13352.0,19882.0,99039.0,,,,,261000.0,817453.0,41.24,,,,,134.0,1025990.0,2027.0,103.0,59456.0,15710.0,6084.0,,,13.69,,4.67,58839.0,,,72925.0,,677511.0,66.03,,,0.0,911.0,,0.0,,114750.0,4989.0,,,,,,4.35,,208537.0,,7557.0,,5649.0,,,,,-273.0,,348479.0,,3507.0,1.45,7283.0,35.96,,0.0,,,,53705.0,0.35,1.01,,145.0,0.0,0.0,676600.0,1.21,718997.0,LEC_Q2_2018,,1025990.0,,,,539.0,
,,,,12094.0,213469.0,362331.0,,,,,3629940.0,1386762.0,1.83,,,,,0.0,4803239.0,492.0,6644.0,78250.0,128162.0,4944.0,,,26.13,,282.66,628495.0,,,852028.0,,413124.0,8.6,,,2387129.0,192858.0,,0.0,,490493.0,112660.0,,,,,,22.97,,3416477.0,,135076.0,,17294.0,,,,,3571.0,,4390115.0,,112660.0,1.59,138648.0,14.54,,0.0,,,,760139.0,2.36,2.52,,3099.0,0.0,220300.0,220266.0,6.3,83670.0,TCH_Q3_2016,,4803239.0,,,,1320.0,
,,,,11244.0,26290.0,51298.0,,,,,1000000.0,1553592.0,45.14,,,,,0.0,2243732.0,5352.0,2932.0,500354.0,16853.0,10313.0,,,24.73,,0.0,56336.0,,,897513.0,,988300.0,44.05,,,21000.0,299993.0,,131026.0,,68150.0,1558.0,,,,,,2.29,,690140.0,,2925.0,,25699.0,,,,,393.0,,1124407.0,,2510.0,0.69,3317.0,6.09,,0.0,,,,109715.0,0.11,0.22,,1195.0,0.0,49500.0,688307.0,2.26,554590.0,PTL_Q4_2010,,2243732.0,,,,669.0,
,,,,15153.0,188360.0,31401.0,,,,,396000.0,1388877.0,25.76,,,,,243.0,1795225.0,3137.0,338.0,13787.0,23769.0,8456.0,,,43.08,,4.83,130530.0,,,842959.0,,1194973.0,66.56,,,242551.0,209244.0,,0.0,,55170.0,10049.0,,,,,,18.21,,406348.0,,11711.0,,10306.0,,,,,312.0,,600252.0,,9619.0,1.53,12023.0,8.15,,0.0,,,,186290.0,0.54,1.62,,920.0,2.0,3500.0,985729.0,1.41,343752.0,SGR_Q1_2018,,1795225.0,,,,2846.0,
,,,,28740.0,15809.0,32352.0,,,,,81900.0,161411.0,0.34,,,,,1106.0,256687.0,7044.0,1615.0,78258.0,31879.0,4002.0,,,49.63,,96.12,0.0,,,63392.0,,21302.0,8.3,,,17015.0,822.0,,0.0,,64231.0,9058.0,,,,,,14.1,,95276.0,,9803.0,,3373.0,,,,,574.0,,235385.0,,9058.0,0.95,10377.0,0.0,,0.0,,,,18535.0,3.56,3.85,,12645.0,109413.0,49044.0,20480.0,7.88,29793.0,OPC_Q3_2009,,256687.0,,,,0.0,
,,,,18867.0,12676.0,47857.0,,,,,142977.0,381569.0,96.55,,,,,-447.0,770858.0,29057.0,1027.0,44179.0,41798.0,17736.0,,,46.62,,0.0,182982.0,,,236977.0,,498946.0,64.73,,,155972.0,169734.0,,2153.0,,89655.0,-6396.0,,,,,,-7.13,,389289.0,,-6106.0,,5511.0,,,,,2879.0,,269760.0,,-6396.0,0.0,-2324.0,0.0,,904.0,,,,47032.0,-0.77,-2.31,,2138.0,73851.0,9728.0,329212.0,1.16,116677.0,FDC_Q3_2010,,770858.0,,,,0.0,
,,,,13256.0,57391.0,76919.0,,,,,261000.0,765730.0,14.81,,,,,0.0,966721.0,1358.0,189.0,25964.0,10053.0,6880.0,,,11.56,,3.15,58839.0,,,120206.0,,620741.0,64.21,,,0.0,8132.0,,0.0,,86972.0,1932.0,,,,,,2.22,,200991.0,,1798.0,,11118.0,,,,,1103.0,,345980.0,,986.0,1.54,2901.0,34.21,,0.0,,,,48649.0,0.12,0.29,,206.0,0.0,0.0,612610.0,1.25,577014.0,LEC_Q3_2018,,966721.0,,,,596.0,
,,,,12583.0,455046.0,447311.0,,,,,3629940.0,1415621.0,0.11,,,,,389.0,4736767.0,231.0,5408.0,76624.0,165773.0,5876.0,,,27.04,,0.0,630469.0,,,713105.0,,169061.0,3.57,,,2376680.0,45751.0,,0.0,,613085.0,141125.0,,,,,,23.02,,3321146.0,,172735.0,,5668.0,,,,,1263.0,,4567706.0,,141125.0,1.39,173999.0,13.35,,0.0,,,,937731.0,3.01,3.14,,1971.0,0.0,151000.0,123310.0,11.48,90803.0,TCH_Q4_2016,,4736767.0,,,,1314.0,
,,,,11230.0,33652.0,181096.0,,,,,1000000.0,1484922.0,43.62,,,,,0.0,2162393.0,18640.0,14707.0,490147.0,64759.0,49717.0,,,26.34,,0.0,54143.0,,,813898.0,,907449.0,41.97,,,20213.0,276477.0,,131978.0,,245854.0,6654.0,,,,,,2.71,,677471.0,,10130.0,,31152.0,,,,,235.0,,1122966.0,,6186.0,0.73,10364.0,4.72,,0.0,,,,107205.0,0.27,0.53,,979.0,0.0,49500.0,630972.0,2.35,556720.0,PTL_Q1_2011,,2162393.0,,,,758.0,
,,,,12305.0,157267.0,79636.0,,,,,1000000.0,1600460.0,39.46,,,,,98.0,2402046.0,3935.0,4216.0,467484.0,17412.0,4939.0,,,17.94,,4.15,54209.0,,,848950.0,,1040032.0,43.3,,,166149.0,388825.0,,131508.0,,97048.0,9714.0,,,,,,10.01,,801586.0,,11967.0,,34770.0,,,,,415.0,,1230505.0,,9809.0,0.81,12382.0,5.58,,0.0,,,,226351.0,0.39,0.8,,788.0,0.0,4553.0,651207.0,2.46,554921.0,PTL_Q2_2011,,2402046.0,,,,949.0,
,,,,16399.0,763.0,16666.0,,,,,48000.0,42735.0,9.53,,,,,0.0,107143.0,33.0,145.0,30602.0,4437.0,1416.0,,,21.02,,0.0,0.0,,,544.0,,28429.0,26.53,,,33806.0,149.0,,0.0,,21103.0,3469.0,,,,,,16.44,,64408.0,,3133.0,,101.0,,,,,901.0,,78714.0,,3469.0,3.04,4034.0,16.89,,0.0,,,,5445.0,3.38,4.32,,0.0,3867.0,25016.0,28279.0,1.51,16311.0,HTV_Q2_2006,,107143.0,,,,723.0,
,,,,13275.0,6138.0,325256.0,,,,,639910.0,728579.0,32.12,,,,,0.0,1002847.0,4166.0,3327.0,4862.0,15958.0,4529.0,,,4.68,,3.45,152925.0,,,234361.0,,305893.0,30.5,,,114887.0,1700.0,,0.0,,341214.0,7758.0,,,,,,2.27,,274268.0,,10068.0,,7907.0,,,,,-330.0,,696954.0,,7758.0,0.79,9738.0,15.23,,0.0,,,,51839.0,0.81,1.22,,522.0,3811.0,12101.0,304194.0,2.4,468072.0,TNI_Q4_2017,,1002847.0,,,,690.0,
,,,,14895.0,215423.0,4776.0,,,,,396000.0,1346908.0,26.61,,,,,243.0,1751030.0,3403.0,20762.0,14347.0,2575.0,6935.0,,,35.03,,4.85,131227.0,,,805334.0,,1161026.0,66.31,,,242434.0,198682.0,,0.0,,7351.0,9896.0,,,,,,134.63,,404122.0,,12903.0,,8536.0,,,,,183.0,,590004.0,,9617.0,1.94,13086.0,6.93,,0.0,,,,176671.0,0.58,1.65,,134.0,2.0,5500.0,962344.0,1.4,312116.0,SGR_Q2_2018,,1751030.0,,,,4178.0,
,,,,13418.0,527522.0,226065.0,,,,,3629940.0,1311754.0,0.0,,,,,317.0,4643898.0,35.0,6362.0,77338.0,132512.0,2188.0,,,36.96,,0.0,633356.0,,,639751.0,,216056.0,4.65,,,2367049.0,45751.0,,0.0,,358578.0,115188.0,,,,,,32.12,,3332144.0,,139554.0,,423.0,,,,,183.0,,4427842.0,,115186.0,1.26,139738.0,11.25,,0.0,,,,797867.0,2.5,2.64,,2782.0,0.0,39200.0,170305.0,7.7,104857.0,TCH_Q1_2017,,4643898.0,,,,1503.0,
,,,,26569.0,183435.0,333683.0,,,,,1500000.0,1586832.0,53.73,,,,,685.0,13040549.0,-11626.0,9772.0,4254955.0,208504.0,30039.0,,,38.46,,9.14,0.0,,,327305.0,,9054620.0,69.43,,,640099.0,7535420.0,,0.0,,542187.0,128459.0,,,,,,23.69,,11453717.0,,142681.0,,7730.0,,,,,376.0,,3985929.0,,128406.0,0.75,143056.0,9.7,,0.0,,,,274654.0,1.04,3.33,,67327.0,0.0,121300.0,1519200.0,1.04,947062.0,BWE_Q4_2017,,13040549.0,,,,2063.0,
,,,,12267.0,457301.0,459066.0,,,,,1000000.0,2109269.0,54.87,,,,,0.0,2950736.0,6564.0,16597.0,638508.0,153889.0,13695.0,,,25.11,,23.9,54316.0,,,723869.0,,1502457.0,50.92,,,26250.0,381871.0,,221596.0,,612956.0,109541.0,,,,,,17.87,,841468.0,,149471.0,,38934.0,,,,,860.0,,1226682.0,,109536.0,1.05,150330.0,6.63,,0.0,,,,222528.0,4.88,9.34,,757.0,0.0,135530.0,1120587.0,1.88,753634.0,PTL_Q3_2011,,2950736.0,,,,1947.0,
,,,,10659.0,103761.0,15779.0,,,,,545998.0,361376.0,12.46,,,,,205.0,690032.0,533.0,665.0,275375.0,6978.0,1797.0,,,30.66,,19.97,0.0,,,0.0,,83346.0,12.08,,,53280.0,40299.0,,24716.0,,22757.0,7888.0,,,,,,34.66,,328655.0,,5312.0,,20528.0,,,,,4800.0,,581970.0,,7853.0,0.0,10112.0,0.0,,0.0,,,,36144.0,1.35,1.61,,0.0,-173.0,0.0,43047.0,8.39,237087.0,HAR_Q4_2013,,690032.0,,,,562.0,
,,,,16979.0,6494.0,16780.0,,,,,48000.0,49443.0,0.0,,,,,881.0,97911.0,2.0,1005.0,32248.0,4469.0,1905.0,,,21.03,,0.0,0.0,,,792.0,,16409.0,16.76,,,16306.0,177.0,,0.0,,21250.0,4228.0,,,,,,19.9,,48468.0,,3568.0,,407.0,,,,,1352.0,,81502.0,,4228.0,0.0,4920.0,0.0,,0.0,,,,15523.0,4.59,5.56,,0.0,3867.0,27546.0,16233.0,3.05,14203.0,HTV_Q3_2006,,97911.0,,,,0.0,
,,,,14726.0,5022.0,18920.0,,,,,48000.0,66544.0,0.0,,,,,0.0,86305.0,0.0,138.0,19761.0,3957.0,1432.0,,,17.3,,0.0,0.0,,,2552.0,,15621.0,18.1,,,0.0,0.0,,0.0,,22877.0,2607.0,,,,,,11.4,,19761.0,,2663.0,,0.0,,,,,369.0,,70684.0,,2607.0,0.0,3032.0,0.0,,0.0,,,,11719.0,3.1,3.77,,0.0,0.0,37639.0,15621.0,4.26,21331.0,HTV_Q4_2006,,86305.0,,,,0.0,
,,,,10915.0,4346.0,389780.0,,,,,525000.0,656818.0,36.61,,,,,0.0,911411.0,5857.0,4265.0,5185.0,16728.0,4681.0,,,4.12,,3.08,152925.0,,,201827.0,,338394.0,37.13,,,94890.0,1804.0,,0.0,,406509.0,8150.0,,,,,,2.0,,254593.0,,9993.0,,3389.0,,,,,195.0,,573017.0,,8150.0,0.71,10188.0,10.39,,0.0,,,,42812.0,0.9,1.42,,462.0,3811.0,162913.0,336591.0,1.95,284343.0,TNI_Q1_2018,,911411.0,,,,751.0,
,,,,10953.0,2498.0,337038.0,,,,,525000.0,637038.0,36.38,,,,,0.0,894403.0,2162.0,1705.0,5505.0,11133.0,1419.0,,,3.2,,4.48,152925.0,,,199011.0,,319395.0,35.71,,,97314.0,1908.0,,0.0,,348172.0,7075.0,,,,,,2.03,,257365.0,,8866.0,,3603.0,,,,,-22.0,,575009.0,,7075.0,0.55,8844.0,5.89,,0.0,,,,34641.0,0.99,1.73,,392.0,3974.0,17336.0,317487.0,2.01,414590.0,TNI_Q2_2018,,894403.0,,,,1018.0,
,,,,14765.0,97789.0,34939.0,,,,,396000.0,1160360.0,50.39,,,,,863.0,1474786.0,3109.0,3293.0,13450.0,48269.0,13603.0,,,58.01,,17.0,52794.0,,,735721.0,,889919.0,60.34,,,242264.0,236300.0,,0.0,,83209.0,39337.0,,,,,,47.27,,314427.0,,33022.0,,3609.0,,,,,16736.0,,584868.0,,39232.0,2.0,49758.0,6.04,,0.0,,,,174250.0,2.78,6.81,,1878.0,2.0,0.0,653619.0,1.78,323241.0,SGR_Q3_2018,,1474786.0,,,,4904.0,
,,,,11796.0,423172.0,350317.0,,,,,3629940.0,1387572.0,0.0,,,,,262.0,4582518.0,576.0,25478.0,91146.0,112873.0,8659.0,,,24.37,,0.0,512320.0,,,795581.0,,300543.0,6.56,,,2361202.0,45251.0,,0.0,,463189.0,95147.0,,,,,,20.54,,3194946.0,,120394.0,,24385.0,,,,,-3496.0,,4281974.0,,95147.0,0.0,116899.0,0.0,,0.0,,,,652002.0,2.1,2.25,,2410.0,0.0,80000.0,255292.0,5.44,64433.0,TCH_Q2_2017,,4582518.0,,,,1049.0,
,,,,24888.0,217549.0,406160.0,,,,,1500000.0,1582872.0,60.39,,,,,189.0,11646536.0,87992.0,2320.0,4043343.0,221689.0,33122.0,,,35.31,,1.87,0.0,,,310523.0,,7912645.0,67.94,,,580311.0,6525125.0,,0.0,,627849.0,35523.0,,,,,,5.66,,10063663.0,,34574.0,,9214.0,,,,,4199.0,,3733891.0,,35496.0,0.66,38774.0,10.77,,0.0,,,,117892.0,0.31,0.99,,74546.0,653.0,196409.0,1387520.0,1.14,849178.0,BWE_Q1_2018,,11646536.0,,,,1532.0,
,,,,10773.0,3204.0,21075.0,,,,,363999.0,140205.0,11.28,,,,,221.0,469186.0,421.0,1000.0,293702.0,8718.0,1888.0,,,29.26,,24.79,0.0,,,0.0,,52536.0,11.2,,,35280.0,42238.0,,24524.0,,29793.0,8029.0,,,,,,26.95,,328982.0,,7409.0,,1689.0,,,,,2603.0,,392126.0,,8025.0,0.89,10012.0,21.03,,0.0,,,,28128.0,1.74,2.07,,0.0,0.0,35000.0,10298.0,13.62,100312.0,HAR_Q1_2014,,469186.0,,,,457.0,
,,,,14094.0,25872.0,19826.0,,,,,48000.0,61423.0,0.0,,,,,859.0,81968.0,6.0,1350.0,20544.0,2741.0,1187.0,,,12.15,,0.0,0.0,,,2588.0,,14315.0,17.46,,,0.0,0.0,,0.0,,22567.0,3853.0,,,,,,17.07,,20545.0,,2898.0,,0.0,,,,,1579.0,,67653.0,,3853.0,1.83,4477.0,0.0,,0.0,,,,8688.0,9.4,11.39,,0.0,0.0,18639.0,14315.0,4.29,14324.0,HTV_Q1_2007,,81968.0,,,,0.0,
,,,,12023.0,6043.0,313469.0,,,,,210010.0,366419.0,82.83,,,,,0.0,533151.0,5334.0,2261.0,5789.0,11527.0,3828.0,,,3.55,,2.05,152925.0,,,182980.0,,280676.0,52.64,,,6010.0,0.0,,0.0,,324996.0,3624.0,,,,,,1.11,,166732.0,,4530.0,,1268.0,,,,,0.0,,252474.0,,3624.0,0.54,4529.0,7.39,,0.0,,,,38464.0,0.66,1.45,,95.0,4000.0,16496.0,280676.0,1.31,159632.0,TNI_Q3_2018,,533151.0,,,,876.0,
,,,,21398.0,99841.0,50927.0,,,,,115500.0,237441.0,0.01,,,,,487.0,286292.0,-731.0,2412.0,21853.0,10877.0,6392.0,,,17.6,,0.0,0.0,,,12769.0,,37686.0,13.16,,,17198.0,646.0,,1459.0,,61805.0,5585.0,,,,,,9.04,,48851.0,,6474.0,,3744.0,,,,,631.0,,247147.0,,5140.0,0.6,7105.0,8.61,,0.0,,,,26452.0,1.81,2.1,,1154.0,108249.0,42172.0,37040.0,6.41,78915.0,PAN_Q4_2010,,286292.0,,,,1497.0,
,,,,23056.0,184898.0,225631.0,,,,,1500000.0,1519549.0,61.18,,,,,413.0,11062861.0,59674.0,5825.0,3995591.0,196196.0,17783.0,,,46.51,,5.42,0.0,,,309894.0,,7603885.0,68.73,,,334977.0,6259938.0,,0.0,,421827.0,61889.0,,,,,,14.67,,9543312.0,,67863.0,,9979.0,,,,,285.0,,3458976.0,,61899.0,1.09,68148.0,17.25,,0.0,,,,79352.0,0.56,1.82,,62459.0,653.0,181300.0,1343947.0,1.13,833478.0,BWE_Q2_2018,,11062861.0,,,,1455.0,
,,,,10552.0,7787.0,18833.0,,,,,363999.0,116586.0,10.76,,,,,153.0,455826.0,368.0,192.0,303901.0,8979.0,1659.0,,,32.28,,20.42,0.0,,,104.0,,47205.0,10.36,,,35280.0,41327.0,,24520.0,,27812.0,5572.0,,,,,,20.04,,339240.0,,7144.0,,479.0,,,,,0.0,,384101.0,,5564.0,1.03,7144.0,25.34,,0.0,,,,20102.0,1.27,1.46,,0.0,0.0,41101.0,5878.0,19.84,67115.0,HAR_Q2_2014,,455826.0,,,,430.0,
,,,,13628.0,1077.0,13736.0,,,,,26000.0,32283.0,385.24,,,,,0.0,189270.0,48.0,164.0,153697.0,1321.0,618.0,,,8.78,,0.0,0.0,,,16686.0,,153838.0,81.28,,,19.0,35802.0,,0.0,,15057.0,358.0,,,,,,2.38,,156988.0,,350.0,,2915.0,,,,,88.0,,35432.0,,358.0,5.47,438.0,49.73,,0.0,,,,3315.0,0.2,1.01,,469.0,1956.0,0.0,118036.0,0.27,11604.0,LGC_Q4_2006,,189270.0,,,,1111.0,
,,,,20960.0,100454.0,48010.0,,,,,115500.0,232336.0,0.01,,,,,178.0,281954.0,2765.0,2891.0,22588.0,9503.0,6590.0,,,16.52,,337.95,0.0,,,10838.0,,38890.0,13.79,,,17198.0,689.0,,971.0,,57513.0,1777.0,,,,,,3.09,,49618.0,,1987.0,,3843.0,,,,,778.0,,242093.0,,1878.0,0.58,2765.0,10.64,,0.0,,,,21354.0,0.66,0.75,,1052.0,108249.0,37355.0,38201.0,6.08,79847.0,PAN_Q1_2011,,281954.0,,,,1138.0,
,,,,22787.0,265025.0,340364.0,,,,,1500000.0,1566660.0,60.07,,,,,557.0,10841803.0,-1696.0,15139.0,3862432.0,207615.0,31591.0,,,37.89,,4.62,0.0,,,313131.0,,7423152.0,68.47,,,320076.0,6038808.0,,0.0,,547979.0,83577.0,,,,,,15.25,,9275143.0,,99854.0,,4948.0,,,,,2877.0,,3418651.0,,83577.0,1.0,102732.0,16.27,,0.0,,,,253580.0,0.8,2.51,,93006.0,0.0,171300.0,1384343.0,1.13,812256.0,BWE_Q3_2018,,10841803.0,,,,1395.0,
,,,,10399.0,5677.0,5321.0,,,,,363999.0,72286.0,9.53,,,,,43.0,420543.0,970.0,2571.0,299077.0,1181.0,1944.0,,,18.17,,3.1,0.0,,,45.0,,42012.0,9.99,,,49180.0,36067.0,,0.0,,6502.0,1572.0,,,,,,24.17,,348257.0,,838.0,,339.0,,,,,1198.0,,378531.0,,1572.0,0.77,2036.0,23.18,,0.0,,,,14532.0,0.37,0.42,,0.0,0.0,6101.0,5945.0,12.16,60123.0,HAR_Q3_2014,,420543.0,,,,345.0,
,,,,13490.0,1440.0,15743.0,,,,,26000.0,35176.0,339.13,,,,,0.0,172798.0,51.0,198.0,134332.0,2191.0,696.0,,,12.22,,0.0,0.0,,,21968.0,,137723.0,79.7,,,19.0,18269.0,,0.0,,17934.0,1030.0,,,,,,5.74,,137622.0,,1261.0,,1569.0,,,,,0.0,,35074.0,,1030.0,8.45,1261.0,0.0,,0.0,,,,2957.0,0.91,3.88,,381.0,1956.0,0.0,119455.0,0.29,10200.0,LGC_Q1_2007,,172798.0,,,,0.0,
,,,,22390.0,106712.0,43057.0,,,,,115500.0,235752.0,0.15,,,,,-67.0,285908.0,6752.0,4244.0,22832.0,10946.0,6645.0,,,20.27,,27.16,0.0,,,11420.0,,26227.0,9.17,,,17198.0,1022.0,,1072.0,,54003.0,-778.0,,,,,,-1.44,,50156.0,,724.0,,3368.0,,,,,-244.0,,258609.0,,-708.0,0.0,479.0,0.0,,0.0,,,,38880.0,-0.24,-0.27,,1070.0,108249.0,84105.0,25205.0,9.35,30147.0,PAN_Q2_2011,,285908.0,,,,2618.0,
,,,,10817.0,663798.0,,,,,0.09,2120000.0,7101917.0,,,,,,0.03,11877815.0,,,9575.0,88599.0,9421.0,,,21.66,,,,0.0,,85.0,,9584523.0,80.69,417.94,,4687745.0,2000060.0,,0.0,,409134.0,60697.0,,,,,,14.84,4775898.0,,,79179.0,,,,,,,0.0,2293293.0,,,60697.0,0.98,68769.0,15.83,-10409.0,,,,,146954.0,0.97,6.05,,,0.0,437285.0,7584463.0,0.94,5968429.0,AGR_Q4_2009,,11877815.0,,,,670.0,
,,,,18044.0,1219.0,6228.0,,,,,10000.0,37431.0,56.86,,,,,0.0,54738.0,67.0,296.0,14016.0,1694.0,744.0,,,21.38,,-10.11,0.0,,,22995.0,,36693.0,67.03,,,19.0,6383.0,,0.0,,7922.0,612.0,,,,,,7.73,,17306.0,,750.0,,2333.0,,,,,0.0,,18044.0,,612.0,0.0,750.0,0.0,,0.0,,,,1927.0,1.2,3.45,,429.0,1956.0,0.0,30310.0,1.23,10885.0,LGC_Q2_2007,,54738.0,,,,0.0,
,,,,22378.0,56986.0,43146.0,,,,,115500.0,243767.0,0.18,,,,,1103.0,296565.0,1559.0,9737.0,24158.0,13139.0,6686.0,,,23.34,,487.13,0.0,,,8043.0,,36449.0,12.29,,,17198.0,966.0,,1652.0,,56285.0,11025.0,,,,,,19.59,,52798.0,,13571.0,,2749.0,,,,,-14.0,,258464.0,,10985.0,0.8,13557.0,9.58,,0.0,,,,38745.0,3.53,4.2,,1060.0,108249.0,127361.0,35484.0,6.87,48628.0,PAN_Q3_2011,,296565.0,,,,2904.0,
,,,,10593.0,619640.0,,,,,0.08,2120000.0,7473724.0,,,,,,0.0,12056161.0,,,7779.0,30405.0,8715.0,,,7.52,,,,0.0,,153.0,,9810461.0,81.37,436.86,,4494905.0,2000060.0,,0.0,,404097.0,21690.0,,,,,,5.37,4582437.0,,,21690.0,,,,,,,0.0,2245700.0,,,21690.0,0.0,21690.0,0.0,0.0,,,,,99361.0,2.56,16.98,,,0.0,440547.0,7810402.0,0.96,6380650.0,AGR_Q1_2010,,12056161.0,,,,1923.0,
,,,,23089.0,7207.0,11046.0,,,,,36889.0,39835.0,0.0,,,,,2232.0,92924.0,9.0,895.0,26241.0,8781.0,1095.0,,,44.29,,0.0,0.0,,,1864.0,,7750.0,8.34,,,26645.0,0.0,,0.0,,19827.0,7813.0,,,,,,39.41,,53090.0,,7785.0,,12498.0,,,,,29.0,,85175.0,,7813.0,1.99,7813.0,4.67,,0.0,,,,28407.0,8.82,9.67,,787.0,0.0,9609.0,7750.0,5.14,8657.0,DHA_Q4_2004,,92924.0,,,,9973.0,
,,,,17567.0,2028.0,12963.0,,,,,10000.0,31010.0,144.23,,,,,0.0,46635.0,106.0,309.0,12606.0,2116.0,926.0,,,14.03,,0.0,0.0,,,20456.0,,29068.0,62.33,,,3019.0,3814.0,,0.0,,15079.0,697.0,,,,,,4.62,,15625.0,,853.0,,1581.0,,,,,0.0,,17567.0,,697.0,2.54,853.0,0.0,,0.0,,,,1581.0,2.99,7.93,,540.0,1956.0,0.0,25254.0,1.23,6944.0,LGC_Q3_2007,,46635.0,,,,0.0,
,,,,11934.0,512433.0,,,,,0.06,1200000.0,7058423.0,,,,,,642.73,11435445.0,,,8860.0,108653.0,5815.0,,,27.49,,,,0.0,,173.0,,10003383.0,87.48,698.53,,4283386.0,2000060.0,,0.0,,395294.0,77128.0,,,,,,19.51,4377022.0,,,102837.0,,,,,,,0.0,1432062.0,,,77128.0,0.0,102837.0,0.0,0.0,,,,,232062.0,2.85,22.04,,,0.0,381192.0,8003323.0,0.88,6129267.0,AGR_Q2_2010,,11435445.0,,,,2644.0,
,,,,11468.0,472890.0,,,,,0.07,1200000.0,6075097.0,,,,,,0.0,10532617.0,,,10363.0,-12459.0,8964.0,,,-4.31,,,,0.0,,152.0,,9156427.0,86.93,665.35,,4363829.0,2000113.0,,0.0,,289371.0,-48330.0,,,,,,-16.7,4457520.0,,,-21423.0,,,,,,,0.0,1376190.0,,,-48330.0,2.09,-21423.0,0.0,0.0,,,,,0.0,1.23,9.4,,,0.0,165932.0,7156314.0,0.85,5403611.0,AGR_Q3_2010,,10532617.0,,,,0.0,
,,,,19446.0,4790.0,16239.0,,,,,39280.0,35988.0,0.0,,,,,0.0,84342.0,146.0,1427.0,17741.0,12542.0,1279.0,,,43.58,,0.0,0.0,,,1876.0,,7957.0,9.43,,,30368.0,1446.0,,0.0,,28782.0,12010.0,,,,,,41.73,,48354.0,,11580.0,,7989.0,,,,,431.0,,76385.0,,12010.0,1.74,12010.0,0.0,,0.0,,,,18808.0,14.9,16.45,,963.0,0.0,11253.0,6511.0,5.53,10080.0,DHA_Q1_2005,,84342.0,,,,0.0,
,,,,24503.0,2339.0,17387.0,,,,,130000.0,367479.0,0.42,,,,,1465.0,450341.0,42.0,3.0,30654.0,29779.0,5145.0,,,63.14,,571.13,0.0,,,184376.0,,131800.0,29.27,,,0.0,746.0,,0.0,,47166.0,18952.0,,,,,,40.18,,82862.0,,24087.0,,6284.0,,,,,-287.0,,318540.0,,19044.0,1.72,23800.0,5.91,,0.0,,,,187175.0,4.25,6.16,,508.0,0.0,0.0,131054.0,2.8,174480.0,FIR_Q1_2019,,450341.0,,,,7112.0,
,,,,19475.0,9670.0,8356.0,,,,,35780.0,36074.0,0.0,,,,,0.0,76902.0,14.0,3966.0,13303.0,5975.0,845.0,,,41.69,,0.0,0.0,,,2335.0,,7222.0,9.39,,,27240.0,0.0,,0.0,,14330.0,8510.0,,,,,,59.39,,40828.0,,8522.0,,2295.0,,,,,-11.0,,69680.0,,8510.0,1.75,8510.0,0.0,,0.0,,,,23922.0,11.68,13.01,,559.0,0.0,14172.0,7222.0,5.0,7602.0,DHA_Q2_2005,,76902.0,,,,0.0,
,,,,23038.0,27200.0,37710.0,,,,,130000.0,361409.0,0.49,,,,,1676.0,445162.0,151.0,1.0,31051.0,39691.0,9590.0,,,51.28,,188.8,0.0,,,191251.0,,145674.0,32.72,,,0.0,891.0,,0.0,,77401.0,21933.0,,,,,,28.34,,83753.0,,29405.0,,8315.0,,,,,-1090.0,,299488.0,,21790.0,1.75,28315.0,7.14,,0.0,,,,168131.0,4.66,7.55,,546.0,0.0,0.0,144783.0,2.5,134643.0,FIR_Q2_2019,,445162.0,,,,8543.0,
