Amounts_due_to_Gov_t_and_SBV,Assets,Balances_with_SBV,Balances_with_and_loans_to_other_credit_institutions,Book_value_per_share_BVPS,CCE,COGS,Cap_Contribution_long_term_inv,Cap_Reserves,Cash_on_hand_gold_silver_gemstones,Cash_ratio,Charter_capital,Current_assets,Debt_to_equity,Deposits_and_borrowings_from_other_credit_institutions,Deposits_from_customers,Derivatives_other_fin_Liabi,Derivatives_other_fin_assets,EPS,E_L,Fin_Expenses,Financial_income,Fixed_assets,GP,G_A,Goodwill,Gross_insurance_operating_profit,Gross_profit_margin,Income_from_inv_in_other_entities,Interest_coverage,Inv_Properties,Inv_properties,Inv_securities,Inventories,L_E,Liabilities,Liabilities_to_assets,Liabilities_to_equity,Loans_adv_and_fin_leases_to_customers,Long_term_inv,Long_term_liabi,Long_term_rece,Mino_Interest,NII,NR,Net_PAT,Net_fee_and_commission_income,Net_other_income,Net_profit_from_sale_of_inv_Securities,Net_profit_from_trading_foreign_currencies_and_gold,Net_profit_from_trading_of_trading_securities,Net_profit_margin,Non_CA,Non_curr_assets,Operating_expense,Operating_profit,Operating_profit_before_provision_for_credit_losses,Other_CA,Other_Non_CR,Other_assets,Other_borrowed_funds,Other_liabi,Other_profit,Owner_s_equity,Owner_s_equity_,PAT_,PAT_for_SPC,PB,PBT,PE,PL_of_inv_In_AJV,PL_of_inv_in_AJV,Profit_from_fin_Act,Profit_from_insurance_operating,Provisions_for_credit_losses,RE,ROA,ROE,Reserves,Selling_expenses,Share_premium,Short_term_inv,Short_term_liabi,Short_term_ratio,Short_term_rece,Ticker,Total_NR,Total_assets,Total_direct_insurance_operating_expenses,Total_profit,Trading_securities,Trailing_EPS,Valuable_papers_issued
,,,,20664.0,49837.0,28316.0,,,,,199998.0,232841.0,0.0,,,,,2718.0,444976.0,0.0,1280.0,212036.0,63204.0,1380.0,,,69.06,,0.0,0.0,,,4856.0,,31694.0,7.12,,,0.0,0.0,,0.0,,91520.0,54354.0,,,,,,59.39,,212135.0,,56118.0,,2128.0,,,,,-2.0,,413282.0,,54354.0,2.31,56116.0,6.55,,0.0,,,,200850.0,13.03,13.72,,6986.0,0.0,139700.0,31694.0,7.35,36320.0,SKG_Q1_2015,,444976.0,,,,7301.0,
,,,,14529.0,38098.0,47053.0,,,,,400000.0,254120.0,10.73,,,,,1159.0,972179.0,11816.0,2316.0,529873.0,48801.0,6283.0,,,50.91,,37.19,0.0,,,49623.0,,390613.0,40.18,,,147325.0,49652.0,,0.0,,95854.0,46381.0,,,,,,48.39,,718059.0,,31329.0,,11170.0,,,,,15051.0,,581566.0,,46381.0,3.61,46381.0,0.0,,0.0,,,,90467.0,4.72,7.52,,1689.0,0.0,64033.0,340962.0,0.75,91197.0,DPR_Q1_2008,,972179.0,,,,0.0,
,,,,11803.0,6220.0,145554.0,,,,,316066.0,149865.0,6.42,,,,,193.0,547027.0,204.0,2935.0,84160.0,7544.0,2601.0,,,4.93,,39.11,0.0,,,9177.0,,174032.0,31.81,,,83630.0,76588.0,,0.0,,153098.0,6195.0,,,,,,4.05,,397163.0,,7673.0,,340.0,,,,,100.0,,372995.0,,6106.0,0.34,7773.0,3.8,,0.0,,,,42732.0,1.19,1.65,,0.0,637.0,0.0,97444.0,1.54,134128.0,HID_Q3_2016,,547027.0,,,,1068.0,
,,,,12809.0,16313.0,138648.0,,,,,80600.0,352275.0,525.94,,,,,0.0,836458.0,7095.0,8677.0,483443.0,7098.0,5633.0,,,4.87,,1.56,0.0,,,83820.0,,733221.0,87.66,,,740.0,372380.0,,0.0,,145746.0,2319.0,,,,,,1.59,,484183.0,,3047.0,,8018.0,,,,,45.0,,103237.0,,2319.0,0.5,3092.0,2.92,,0.0,,,,9029.0,0.29,2.27,,0.0,0.0,193.0,360841.0,0.98,243931.0,SMA_Q4_2010,,836458.0,,,,2190.0,
,,,,17585.0,18276677.0,12739833.0,,,,,18950000.0,25938889.0,24.05,,,,,1575.0,48356717.0,147880.0,338101.0,19631572.0,4327103.0,439330.0,,,25.35,,36.5,0.0,,,1307708.0,,13292155.0,27.49,,,699456.0,6080303.0,,1741532.0,,17066936.0,3072679.0,,,,,,18.0,,22417828.0,,3752123.0,,592543.0,,,,,-11484.0,,33323031.0,,2989030.0,3.81,3742014.0,10.01,,1376.0,,,,8509233.0,6.13,9.11,,325870.0,0.0,58850.0,7211852.0,3.6,5703111.0,GAS_Q4_2012,,48356717.0,,,,6696.0,
,,,,14461.0,364467.0,81084.0,,,,,548389.0,3339229.0,365.03,,,,,2388.0,3935190.0,123549.0,222709.0,584358.0,88371.0,4642.0,,,52.15,,2.39,0.0,,,1357089.0,,3142143.0,79.85,,,0.0,645372.0,,0.0,,169455.0,130967.0,,,,,,77.29,,595961.0,,171367.0,,121168.0,,,,,45.0,,793047.0,,130967.0,1.3,171412.0,4.94,,0.0,,,,214931.0,4.96,18.0,,11523.0,0.0,0.0,2496771.0,1.34,1496505.0,IJC_Q3_2011,,3935190.0,,,,3808.0,
,,,,12491.0,6530.0,131.0,,,,,300000.0,16805.0,185.97,,,,,0.0,1164327.0,8765.0,14656.0,552998.0,43797.0,1664.0,,,99.7,,3.77,0.0,,,138.0,,789594.0,67.82,,,576908.0,487327.0,,0.0,,43928.0,21311.0,,,,,,48.51,,1147523.0,,23009.0,,0.0,,,,,1150.0,,374733.0,,21311.0,6.0,24159.0,36.69,,0.0,,,,42858.0,1.89,5.71,,25016.0,0.0,0.0,302267.0,0.06,10137.0,CII_Q2_2007,,1164327.0,,,,710.0,
,,,,10939.0,42423.0,0.0,,,,,84000.0,78279.0,33.6,,,,,0.0,145075.0,0.0,0.0,65922.0,0.0,0.0,,,0.0,,0.0,0.0,,,8707.0,,53184.0,36.66,,,328.0,15279.0,,0.0,,0.0,0.0,,,,,,0.0,,66796.0,,0.0,,3528.0,,,,,0.0,,91890.0,,0.0,1.33,0.0,-194.82,,0.0,,,,0.0,0.0,0.0,,0.0,519.0,891.0,37906.0,2.07,22730.0,PIT_Q1_2009,,145075.0,,,,1685.0,
,,,,18947.0,57825.0,22512.0,,,,,199998.0,175780.0,0.0,,,,,1738.0,389350.0,0.0,1321.0,213444.0,41111.0,1490.0,,,64.62,,0.0,0.0,,,5744.0,,10423.0,2.68,,,0.0,0.0,,0.0,,63623.0,34767.0,,,,,,54.64,,213570.0,,36176.0,,1879.0,,,,,11.0,,378927.0,,34767.0,2.4,36187.0,7.37,,0.0,,,,166496.0,9.34,9.62,,4766.0,0.0,75700.0,10423.0,16.87,34632.0,SKG_Q2_2015,,389350.0,,,,6158.0,
,,,,21369.0,207841.0,1330474.0,,,,,278500.0,1592283.0,157.03,,,,,0.0,2158879.0,18824.0,8035.0,418325.0,54934.0,10883.0,,,3.97,,1.85,0.0,,,293199.0,,1563759.0,72.43,,,70000.0,200359.0,,0.0,,1385408.0,9434.0,,,,,,0.68,,566596.0,,12188.0,,77495.0,,,,,13.0,,595120.0,,8488.0,0.8,12200.0,7.92,,0.0,,,,73606.0,0.41,1.48,,21075.0,54104.0,144540.0,1363401.0,1.17,869209.0,HII_Q4_2017,,2158879.0,,,,2148.0,
,,,,16276.0,140354.0,76265.0,,,,,400000.0,304449.0,9.9,,,,,1102.0,993771.0,2236.0,1830.0,517842.0,51316.0,5294.0,,,40.22,,0.0,0.0,,,10927.0,,342293.0,34.44,,,128775.0,40498.0,,0.0,,127581.0,44086.0,,,,,,34.56,,689322.0,,43704.0,,5445.0,,,,,382.0,,651478.0,,44086.0,3.01,44086.0,0.0,,0.0,,,,251053.0,4.14,6.88,,1911.0,0.0,96395.0,301796.0,1.01,51327.0,DPR_Q2_2008,,993771.0,,,,0.0,
,,,,11587.0,7190.0,79605.0,,,,,316066.0,79214.0,4.66,,,,,197.0,477397.0,345.0,4017.0,84931.0,6328.0,2525.0,,,7.36,,23.74,0.0,,,10905.0,,111250.0,23.3,,,112163.0,71100.0,,0.0,,85932.0,6274.0,,,,,,7.3,,398183.0,,7475.0,,1021.0,,,,,368.0,,366147.0,,6234.0,0.42,7843.0,5.17,,0.0,,,,44203.0,1.33,1.72,,0.0,637.0,0.0,40149.0,1.97,60098.0,HID_Q4_2016,,477397.0,,,,933.0,
,,,,12521.0,10158.0,129713.0,,,,,80600.0,334496.0,497.87,,,,,57.0,777464.0,5978.0,11033.0,442229.0,5550.0,4425.0,,,4.1,,2.11,0.0,,,87661.0,,676547.0,87.02,,,740.0,357380.0,,0.0,,135263.0,4568.0,,,,,,3.38,,442969.0,,6181.0,,11469.0,,,,,-90.0,,100917.0,,4568.0,0.58,6091.0,2.19,,0.0,,,,6710.0,0.61,4.63,,0.0,0.0,243.0,319167.0,1.05,224964.0,SMA_Q1_2011,,777464.0,,,,3292.0,
,,,,17051.0,17781206.0,11397817.0,,,,,18950000.0,25874986.0,25.78,,,,,1533.0,49122286.0,207021.0,304160.0,20029617.0,4352427.0,468886.0,,,27.63,,31.84,0.0,,,1640805.0,,15133789.0,30.81,,,848092.0,5887278.0,,1677634.0,,15750244.0,3004152.0,,,,,,19.07,,23247300.0,,3681729.0,,474019.0,,,,,16617.0,,32310864.0,,2908607.0,0.0,3700239.0,0.0,,1893.0,,,,7498221.0,5.98,9.12,,298951.0,0.0,21050.0,9246511.0,2.8,5957905.0,GAS_Q1_2013,,49122286.0,,,,6429.0,
,,,,12384.0,10841.0,142.0,,,,,300000.0,20569.0,171.27,,,,,392.0,1091380.0,3860.0,-1377.0,573473.0,39787.0,-564.0,,,99.64,,0.0,0.0,,,250.0,,719849.0,65.96,,,482852.0,489926.0,,0.0,,39929.0,11768.0,,,,,,29.47,,1070812.0,,12612.0,,0.0,,,,,1345.0,,371531.0,,11768.0,0.0,13957.0,0.0,,0.0,,,,39655.0,1.16,3.22,,22502.0,0.0,0.0,229923.0,0.09,9478.0,CII_Q3_2007,,1091380.0,,,,1590.0,
,,,,20204.0,21057.0,195304.0,,,,,107432.0,319131.0,41.67,,,,,0.0,354591.0,5054.0,7304.0,26735.0,7255.0,1746.0,,,3.58,,2.18,0.0,,,125074.0,,137535.0,38.79,,,3748.0,21.0,,0.0,,202559.0,2488.0,,,,,,1.23,,35460.0,,2535.0,,11089.0,,,,,470.0,,217056.0,,2488.0,0.74,3004.0,7.25,,0.0,,,,0.0,0.65,1.11,,5224.0,79267.0,16109.0,137514.0,2.32,145801.0,PIT_Q2_2009,,354591.0,,,,2054.0,
,,,,17208.0,74023.0,25898.0,,,,,199998.0,168286.0,0.0,,,,,1326.0,355235.0,0.0,1704.0,186794.0,26440.0,1735.0,,,50.52,,0.0,0.0,,,5194.0,,11074.0,3.12,,,0.0,0.0,,0.0,,52338.0,23727.0,,,,,,45.33,,186949.0,,24846.0,,1802.0,,,,,7.0,,344161.0,,23727.0,2.56,24853.0,7.72,,0.0,,,,131729.0,6.76,7.14,,1563.0,0.0,39000.0,11074.0,15.2,48267.0,SKG_Q3_2015,,355235.0,,,,5702.0,
,,,,14309.0,4228.0,10726.0,,,,,514381.0,294629.0,6.58,,,,,0.0,888808.0,2141.0,1952.0,527406.0,364.0,8829.0,,,3.29,,-9.21,0.0,,,26602.0,,152766.0,17.19,,,6927.0,12894.0,,0.0,,11091.0,-23074.0,,,,,,-208.05,,594178.0,,-11566.0,,3262.0,,,,,-10240.0,,736041.0,,-23074.0,1.4,-21807.0,588.53,,0.0,,,,5695.0,-2.62,-3.17,,2913.0,189376.0,0.0,139872.0,2.11,260537.0,RIC_Q4_2007,,888808.0,,,,34.0,
,,,,19873.0,275520.0,1518700.0,,,,,278500.0,1452230.0,158.92,,,,,0.0,1951468.0,15373.0,4119.0,406715.0,60181.0,10833.0,,,3.81,,2.84,0.0,,,310627.0,,1397999.0,71.64,,,70000.0,179637.0,,0.0,,1578881.0,18832.0,,,,,,1.19,,499238.0,,22105.0,,75351.0,,,,,508.0,,553469.0,,15726.0,0.85,22613.0,4.79,,0.0,,,,65135.0,0.97,3.61,,15990.0,54104.0,144540.0,1218363.0,1.19,646192.0,HII_Q1_2018,,1951468.0,,,,3504.0,
,,,,14137.0,26852.0,32621.0,,,,,103724.0,81929.0,1.78,,,,,1372.0,177079.0,391.0,890.0,94773.0,22543.0,2475.0,,,40.87,,223.23,0.0,,,35819.0,,30447.0,17.19,,,0.0,5611.0,,0.0,,55165.0,14232.0,,,,,,25.8,,95149.0,,17441.0,,4180.0,,,,,348.0,,146631.0,,14232.0,1.32,17789.0,5.61,,0.0,,,,32854.0,8.15,10.21,,3126.0,2857.0,0.0,24837.0,3.3,15079.0,GDT_Q4_2009,,177079.0,,,,3317.0,
,,,,15771.0,219300.0,182140.0,,,,,400000.0,476101.0,10.87,,,,,0.0,1131502.0,3486.0,13141.0,518422.0,71478.0,10298.0,,,28.18,,0.0,0.0,,,34378.0,,500257.0,44.21,,,98275.0,41216.0,,0.0,,253618.0,71814.0,,,,,,28.32,,655401.0,,64469.0,,1365.0,,,,,7344.0,,631245.0,,71814.0,0.0,71814.0,0.0,,0.0,,,,230620.0,12.69,22.75,,6365.0,0.0,152632.0,459041.0,1.04,68426.0,DPR_Q3_2008,,1131502.0,,,,0.0,
,,,,11412.0,6110.0,59506.0,,,,,316066.0,82185.0,4.69,,,,,466.0,458833.0,-25.0,16487.0,85801.0,5726.0,3164.0,,,8.78,,26.6,0.0,,,8842.0,,98210.0,21.4,,,86128.0,71221.0,,0.0,,65232.0,15543.0,,,,,,23.83,,376648.0,,19073.0,,1455.0,,,,,33.0,,360623.0,,15233.0,2.73,19107.0,31.27,,0.0,,,,38469.0,3.32,4.32,,0.0,637.0,750.0,26989.0,3.05,65028.0,HID_Q1_2017,,458833.0,,,,998.0,
,,,,11510.0,6437.0,61689.0,,,,,316066.0,154159.0,4.27,,,,,177.0,459865.0,488.0,503.0,86695.0,9323.0,2182.0,,,13.13,,189.56,0.0,,,10252.0,,114575.0,24.91,,,50238.0,71493.0,,0.0,,71013.0,5577.0,,,,,,7.85,,305706.0,,7157.0,,1643.0,,,,,-117.0,,345290.0,,5602.0,1.37,7040.0,22.52,,0.0,,,,23345.0,1.24,1.63,,0.0,637.0,750.0,43082.0,3.58,135076.0,HID_Q2_2017,,459865.0,,,,702.0,
,,,,11952.0,6807.0,108787.0,,,,,80600.0,340063.0,479.88,,,,,26.0,716772.0,3974.0,307.0,375969.0,9741.0,3150.0,,,8.22,,1.87,0.0,,,76911.0,,620439.0,86.56,,,740.0,345630.0,,0.0,,118528.0,2126.0,,,,,,1.79,,376709.0,,2924.0,,14051.0,,,,,-90.0,,96334.0,,2126.0,0.74,2834.0,0.0,,0.0,,,,2126.0,0.31,2.23,,0.0,0.0,300.0,274809.0,1.24,241995.0,SMA_Q2_2011,,716772.0,,,,0.0,
,,,,16599.0,15955511.0,11199496.0,,,,,18950000.0,23936352.0,27.52,,,,,2263.0,48101969.0,132770.0,263043.0,20634120.0,4852555.0,394234.0,,,30.23,,60.96,0.0,,,837353.0,,14937904.0,31.05,,,867894.0,6686893.0,,1708081.0,,16052052.0,4374888.0,,,,,,27.25,,24165617.0,,4256810.0,,498554.0,,,,,1125688.0,,31455983.0,,4292336.0,3.22,5382859.0,10.93,,361.0,,,,9334617.0,9.21,14.64,,331784.0,0.0,59200.0,8251011.0,2.9,6585735.0,GAS_Q2_2013,,48101969.0,,,,6112.0,
,,,,32855.0,11561.0,553501.0,,,,,200000.0,1511170.0,156.21,,,,,421.0,1975317.0,19824.0,1108.0,148130.0,43749.0,13884.0,,,7.33,,1.5,0.0,,,1006373.0,,1296980.0,65.66,,,313042.0,23311.0,,21232.0,,597250.0,8545.0,,,,,,1.43,,464146.0,,5913.0,,77786.0,,,,,3481.0,,657105.0,,8418.0,1.09,9395.0,29.01,,0.0,,,,17025.0,0.43,1.27,,5235.0,426731.0,107624.0,1273669.0,1.19,307827.0,TTF_Q4_2008,,1975317.0,,,,1238.0,
,,,,21678.0,25804.0,317698.0,,,,,107432.0,386423.0,62.46,,,,,0.0,414240.0,10311.0,10518.0,19248.0,-1555.0,4217.0,,,-0.49,,-0.32,0.0,,,177368.0,,181351.0,43.78,,,3748.0,350.0,,0.0,,316142.0,-10797.0,,,,,,-3.42,,27816.0,,-11034.0,,14854.0,,,,,237.0,,232888.0,,-10797.0,0.56,-10797.0,4.24,,0.0,,,,36905.0,-2.38,-4.52,,5470.0,79267.0,35877.0,181001.0,2.13,132520.0,PIT_Q3_2009,,414240.0,,,,4013.0,
,,,,17510.0,6330.0,15508.0,,,,,410320.0,292153.0,6.99,,,,,0.0,869673.0,2552.0,2767.0,515896.0,24609.0,10376.0,,,61.34,,1.87,0.0,,,24680.0,,151200.0,17.39,,,6926.0,12252.0,,0.0,,40117.0,422.0,,,,,,1.05,,577520.0,,7283.0,,3757.0,,,,,-5594.0,,718474.0,,422.0,1.18,1689.0,536.04,,0.0,,,,72699.0,0.05,0.06,,7164.0,207872.0,0.0,138947.0,2.1,257387.0,RIC_Q1_2008,,869673.0,,,,39.0,
,,,,23331.0,191691.0,544255.0,,,,,136000.0,822126.0,187.61,,,,,0.0,1278115.0,5046.0,1317.0,408584.0,40506.0,8069.0,,,6.93,,5.73,0.0,,,219774.0,,960813.0,75.17,,,29994.0,165890.0,,0.0,,584761.0,15133.0,,,,,,2.59,,455989.0,,18986.0,,65131.0,,,,,7.0,,317302.0,,10341.0,1.1,18993.0,7.27,,0.0,,,,57501.0,0.88,3.32,,9716.0,-35.0,0.0,794923.0,1.03,345530.0,HII_Q2_2018,,1278115.0,,,,3534.0,
,,,,12739.0,18016.0,24279.0,,,,,103724.0,75700.0,5.41,,,,,593.0,171979.0,1436.0,824.0,95458.0,13774.0,2946.0,,,36.2,,21.75,0.0,,,40902.0,,39848.0,23.17,,,60.0,5640.0,,0.0,,38053.0,6150.0,,,,,,16.16,,96279.0,,7320.0,,5650.0,,,,,367.0,,132131.0,,6150.0,1.75,7687.0,11.47,,0.0,,,,18647.0,3.39,4.77,,2896.0,2857.0,0.0,34208.0,2.21,11132.0,GDT_Q1_2010,,171979.0,,,,1945.0,
,,,,11727.0,32342.0,195452.0,,,,,80600.0,317057.0,452.91,,,,,0.0,656587.0,12508.0,24032.0,338790.0,7218.0,7221.0,,,3.56,,2.0,0.0,,,52703.0,,562066.0,85.6,,,740.0,345630.0,,0.0,,202670.0,8637.0,,,,,,4.26,,339530.0,,11521.0,,14782.0,,,,,0.0,,94521.0,,8637.0,0.96,11521.0,0.0,,0.0,,,,0.0,1.42,8.76,,0.0,0.0,400.0,216436.0,1.46,216830.0,SMA_Q3_2011,,656587.0,,,,0.0,
,,,,14308.0,12722193.0,11165261.0,,,,,18950000.0,20447784.0,34.04,,,,,1319.0,45108421.0,156422.0,274895.0,20987959.0,3976748.0,629617.0,,,26.26,,33.01,0.0,,,1533661.0,,16353385.0,36.25,,,867794.0,8456562.0,,1639501.0,,15142009.0,2591534.0,,,,,,17.11,,24660637.0,,3077186.0,,585834.0,,,,,12032.0,,27115535.0,,2499227.0,0.0,3090209.0,0.0,,990.0,,,,5048111.0,5.27,9.34,,388417.0,0.0,101475.0,7896823.0,2.59,5504621.0,GAS_Q3_2013,,45108421.0,,,,4993.0,
,,,,33433.0,26960.0,255670.0,,,,,200000.0,1527634.0,147.42,,,,,237.0,1986224.0,22639.0,11228.0,151123.0,30555.0,12742.0,,,10.68,,1.02,0.0,,,845674.0,,1296457.0,65.27,,,302950.0,23346.0,,21106.0,,286224.0,4825.0,,,,,,1.69,,458590.0,,943.0,,87523.0,,,,,4217.0,,668662.0,,4634.0,0.6,5161.0,20.71,,0.0,,,,28582.0,0.22,0.69,,5458.0,426731.0,109451.0,1273111.0,1.2,458026.0,TTF_Q1_2009,,1986224.0,,,,961.0,
,,,,13433.0,912.0,53031.0,,,,,85000.0,92846.0,49.56,,,,,0.0,325965.0,887.0,2396.0,233070.0,25440.0,4228.0,,,32.42,,8.35,0.0,,,12738.0,,211784.0,64.97,,,0.0,143712.0,,0.0,,78471.0,5561.0,,,,,,7.09,,233119.0,,5956.0,,3414.0,,,,,568.0,,114181.0,,5561.0,0.6,6525.0,2.82,,0.0,,,,13759.0,1.76,4.99,,16764.0,0.0,63773.0,68073.0,1.36,12008.0,TDW_Q4_2010,,325965.0,,,,2876.0,
,,,,16934.0,18202.0,10733.0,,,,,410320.0,319447.0,7.21,,,,,0.0,842845.0,1738.0,145.0,471742.0,33995.0,8106.0,,,76.0,,12.83,0.0,,,19889.0,,148012.0,17.56,,,6694.0,12238.0,,0.0,,44728.0,15495.0,,,,,,34.64,,523398.0,,15541.0,,3212.0,,,,,1178.0,,694833.0,,15495.0,2.47,16720.0,89.31,,0.0,,,,73622.0,1.9,2.24,,8755.0,207872.0,0.0,135774.0,2.35,278144.0,RIC_Q2_2008,,842845.0,,,,468.0,
,,,,15513.0,23750.0,103912.0,,,,,153605.0,87538.0,83.87,,,,,0.0,421715.0,3300.0,230.0,333653.0,13608.0,5042.0,,,11.58,,2.63,0.0,,,23736.0,,210738.0,49.97,,,328.0,136671.0,,0.0,,117520.0,4240.0,,,,,,3.61,,334176.0,,5333.0,,2119.0,,,,,26.0,,210977.0,,4240.0,1.87,5359.0,8.12,,0.0,,,,36492.0,0.69,1.84,,162.0,343.0,0.0,74067.0,1.18,37933.0,HII_Q3_2018,,421715.0,,,,3572.0,
,,,,12129.0,33744.0,19275.0,,,,,103724.0,95502.0,25.13,,,,,635.0,191299.0,1215.0,1756.0,94940.0,12377.0,2957.0,,,39.1,,16.79,0.0,,,36649.0,,65489.0,34.23,,,60.0,6937.0,,0.0,,31652.0,6582.0,,,,,,20.79,,95797.0,,8139.0,,6028.0,,,,,88.0,,125810.0,,6582.0,1.71,8227.0,0.0,,0.0,,,,12497.0,3.4,5.36,,1821.0,2857.0,0.0,58552.0,1.63,19082.0,GDT_Q2_2010,,191299.0,,,,0.0,
,,,,16352.0,23756.0,31403.0,,,,,108890.0,283406.0,84.97,,,,,0.0,479450.0,3360.0,364.0,131219.0,5504.0,3228.0,,,14.91,,0.0,0.0,,,119434.0,,301393.0,62.86,,,57001.0,37898.0,,0.0,,36907.0,159.0,,,,,,0.43,,196043.0,,-778.0,,6409.0,,,,,1011.0,,178057.0,,159.0,0.24,233.0,4.09,,0.0,,,,6111.0,0.03,0.09,,57.0,41757.0,0.0,263495.0,1.08,133807.0,MDG_Q4_2011,,479450.0,,,,977.0,
,,,,10589.0,389.0,31275.0,,,,,152200.0,183018.0,7.63,,,,,0.0,221106.0,111.0,0.0,1755.0,3595.0,357.0,,,10.31,,0.0,0.0,,,34273.0,,59934.0,27.11,,,500.0,0.0,,0.0,,34871.0,2502.0,,,,,,7.18,,38088.0,,3127.0,,469.0,,,,,0.0,,161172.0,,2502.0,0.36,3127.0,17.65,,0.0,,,,3301.0,1.12,1.56,,0.0,0.0,1924.0,59934.0,3.05,145962.0,ATG_Q4_2016,,221106.0,,,,217.0,
,,,,11008.0,5509.0,20252.0,,,,,284904.0,39574.0,209.21,,,,,0.0,1000546.0,18381.0,6.0,931097.0,9655.0,1533.0,,,32.28,,0.44,0.0,,,14624.0,,686937.0,68.66,,,0.0,604794.0,,0.0,,29907.0,-10327.0,,,,,,-34.53,,960972.0,,-10253.0,,0.0,,,,,-74.0,,313609.0,,-10201.0,1.45,-10327.0,53.07,,0.0,,,,24964.0,-1.01,-3.2,,0.0,0.0,0.0,82143.0,0.48,19442.0,TTE_Q4_2018,,1000546.0,,,,301.0,
,,,,33944.0,8008.0,75787.0,,,,,187968.0,1383100.0,112.03,,,,,0.0,1576064.0,1948.0,4187.0,144959.0,10452.0,6730.0,,,12.12,,3.45,0.0,,,361424.0,,923618.0,58.6,,,41031.0,179017.0,,9510.0,,86239.0,3629.0,,,,,,4.21,,192964.0,,-2805.0,,41966.0,,,,,6434.0,,642937.0,,2868.0,0.67,3629.0,-11.88,,0.0,,,,-6347.0,0.18,0.45,,8766.0,400673.0,12922.0,744600.0,1.86,958780.0,DQC_Q4_2008,,1576064.0,,,,-1918.0,
,,,,33962.0,26266.0,279854.0,,,,,200000.0,1561591.0,176.79,,,,,203.0,2231210.0,32632.0,1418.0,455007.0,57164.0,17411.0,,,16.96,,1.15,0.0,,,1035669.0,,1467160.0,65.76,,,193153.0,136582.0,,84816.0,,337019.0,4127.0,,,,,,1.22,,669619.0,,4067.0,,77115.0,,,,,514.0,,679235.0,,4066.0,0.31,4581.0,8.73,,0.0,,,,34367.0,0.2,0.61,,4473.0,436486.0,19782.0,1330578.0,1.17,402759.0,TTF_Q2_2009,,2231210.0,,,,1203.0,
,,,,12779.0,2935.0,58017.0,,,,,85000.0,103798.0,48.36,,,,,0.0,306032.0,843.0,2919.0,202186.0,21871.0,5375.0,,,27.38,,6.97,0.0,,,14766.0,,197413.0,64.51,,,0.0,135404.0,,0.0,,79888.0,4119.0,,,,,,5.16,,202235.0,,4364.0,,2232.0,,,,,670.0,,108620.0,,4119.0,0.65,5034.0,3.55,,0.0,,,,8643.0,1.36,3.63,,14207.0,0.0,72250.0,62008.0,1.67,11615.0,TDW_Q1_2011,,306032.0,,,,2340.0,
,,,,16713.0,19289.0,30046.0,,,,,410320.0,278217.0,4.64,,,,,0.0,779050.0,665.0,274.0,450243.0,8565.0,9933.0,,,22.18,,19.52,0.0,,,18579.0,,93298.0,11.98,,,6758.0,4595.0,,0.0,,38612.0,8640.0,,,,,,22.38,,500833.0,,6341.0,,2392.0,,,,,2521.0,,685753.0,,8640.0,4.49,8862.0,0.0,,0.0,,,,58548.0,1.13,1.26,,-8100.0,207872.0,0.0,88703.0,3.14,237957.0,RIC_Q3_2008,,779050.0,,,,0.0,
,,,,17702.0,66251.0,287684.0,,,,,298466.0,277301.0,15.93,,,,,1793.0,805453.0,992.0,576.0,441555.0,84513.0,17360.0,,,22.71,,68.43,7995.0,,,173399.0,,277099.0,34.4,,,19407.0,35070.0,,0.0,,372197.0,53516.0,,,,,,14.38,,528152.0,,54904.0,,5724.0,,,,,11991.0,,528354.0,,53516.0,2.19,66895.0,6.35,,0.0,,,,165418.0,6.64,10.67,,11833.0,0.0,0.0,242029.0,1.15,31927.0,SMB_Q4_2018,,805453.0,,,,6095.0,
,,,,11477.0,1766.0,22672.0,,,,,103724.0,101884.0,34.73,,,,,717.0,198392.0,763.0,904.0,95661.0,23265.0,12523.0,,,50.65,,40.67,0.0,,,32932.0,,79345.0,39.99,,,60.0,8515.0,,0.0,,45936.0,7440.0,,,,,,16.2,,96508.0,,8541.0,,8060.0,,,,,-91.0,,119047.0,,7440.0,2.28,8450.0,0.0,,0.0,,,,5412.0,4.04,6.06,,2342.0,2767.0,35000.0,70830.0,1.44,24126.0,GDT_Q3_2010,,198392.0,,,,0.0,
,,,,17516.0,19047.0,21804.0,,,,,108890.0,303702.0,78.56,,,,,0.0,496612.0,1719.0,930.0,129270.0,-2827.0,3931.0,,,-14.9,,6.15,0.0,,,39790.0,,305882.0,61.59,,,57001.0,47860.0,,0.0,,18977.0,8118.0,,,,,,42.78,,192909.0,,-7547.0,,0.0,,,,,16397.0,,190730.0,,8118.0,0.27,8850.0,4.81,,0.0,,,,18784.0,1.66,4.36,,0.0,41757.0,0.0,258022.0,1.18,244866.0,MDG_Q1_2012,,496612.0,,,,976.0,
,,,,10425.0,108.0,39941.0,,,,,152200.0,187406.0,7.96,,,,,0.0,224858.0,82.0,0.0,1815.0,1252.0,455.0,,,3.04,,0.0,0.0,,,0.0,,66188.0,29.44,,,0.0,6000.0,,0.0,,41193.0,591.0,,,,,,1.43,,37452.0,,715.0,,558.0,,,,,24.0,,158670.0,,591.0,0.33,739.0,22.74,,0.0,,,,799.0,0.28,0.37,,0.0,0.0,1924.0,60188.0,3.11,184816.0,ATG_Q1_2017,,224858.0,,,,152.0,
